subject,sendings,opens,open_rate
"Hurry up{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Your Mother's Day offer expires at midnight!",17720,4940,0.278781038
Final hours to unlock your mystery savings,17645,5250,0.297534712
Mega discount on Mother's Day gifts! Save up to 26%,17635,5025,0.284944712
Lowest prices only today: Wall Décor from C$5.84,17535,5290,0.30168235
Spring Sale ends today! Get up to -15% NOW!,17405,5275,0.303073829
Last chance! Prime Deals Sale expires at midnight!,17320,5340,0.308314088
&#x1f973; Welcome to Our Redesigned Shop! ,17152,9600,0.559701493
&#x23f0; Last chance to reveal your mystery discount! Don’t miss out!,16894,5678,0.336095655
"&#x1f4a5;Your exclusive monthly reward awaits{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",16647,6733,0.40445726
3 days left! Prices from only $ 4.90! &#x23f0;,16642,3706,0.222689581
Last 3 days: Prices from only $6.90 &#x23f0;,15697,8082,0.514875454
Gorgeous Photo Products | Up to -85% OFF,14735,7052,0.478588395
Your exclusive offer arrived! Photo Products from only $5.00,14714,6370,0.432921028
Limited time offer - save up to 85%! &#x1f6a8;,14574,6832,0.468780019
Special Deals just for you{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}! {% else %}! {% endif %}{% endif %} ,14525,3828,0.263545611
&#x26a1;&#xfe0f; Now: 4th of July Crazy Sale on EVERYTHING | Up to -93%,14391,3886,0.27002988
&#x23f0; Limited Time: Up to 87% Off on Home Decorations!,14365,3676,0.255899756
"Verkauf zum Tag des Buches! Preise ab 2,51€ &#x1f4d6;",14363,4086,0.284480958
&#x2600;&#xfe0f; Summer Sale begins! Savings of up to 87%,14347,3728,0.259845264
Print Days SALE: up to -93% on ALL Canvases! &#x1f33a;,14345,3791,0.264273266
" Hurry, {% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} {% endif %}{% endif %}: -87% discount on Wall Décor products! &#x231b;&#xfe0f; ",14258,3780,0.265114322
" Hurry, {% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }} {% else %}{% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }} {% else %}{% endif %}{% endif %}: -87% discount on Wall Décor products! &#x231b;&#xfe0f; ",14258,3780,0.265114322
" Hurry, {% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }} {% else %}! {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }} {% else %}! {% endif %}{% endif %}: -87% discount on Wall Décor products! &#x231b;&#xfe0f; ",14258,3780,0.265114322
"Hurry up{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Mother's Day Sale is almost over! ",14244,3928,0.275765234
&#x2728; Hurry up! Save up to 73% on favorite Wall Décors!,14130,6584,0.465958953
Final chance &#x1f4e2; Delivery Guarantee ends at midnight!,14104,3884,0.27538287
Father's Day Flash Sale: Up to 98% OFF on Canvas Prints and Collages!,14071,3750,0.266505579
Final call! 9 Canvas Prints from only $15 - don't miss out!! ,14063,4142,0.29453175
"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}what will be your next product? | Huge discounts await! &#x1f4b0; ",14047,3692,0.262831921
"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}, your {% else %}Your{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}, your {% else %}Your{% endif %}{% endif %}dream XXL Canvas for $45 &#x1f3a8; Get it today!",14035,4163,0.296615604
"&#x1f6a8; Don't miss out on this offer{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} only until midnight!",13976,3634,0.260017172
"&#x23f0; Hurry,{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}This offer expires at midnight!",13889,4110,0.295917633
&#x1f31f;Memorial Day Sale! Savings of up to 92%,13708,3590,0.261890867
&#x23f1;&#xfe0f; Countdown is on: up to -84% expires soon! ,13665,6045,0.442371021
Valentine's Day SALE: discount up to 15% on ALL Canvases!&#x1f495;,13652,4284,0.313800176
&#x1f525; Whole month  - Prices from 35$,13650,6366,0.466373626
"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}, get {% else %}Get{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}, get {% else %}Get{% endif %}{% endif %}ready for emotions! | &#x1f381; Guaranteed discount on gift ideas!",13507,3969,0.293847635
"{{ contact.1 }}, 2x Free Shipping from our CEO &#x1f69a;",13002,2523,0.19404707
Home Décor starting from $10 | Don't miss it! ,12765,6121,0.479514297
It's now or never: up to C$15 off expires today! &#x1f4a5;,12648,3204,0.253320683
Last chance: save C$15 before it's too late!,12604,3316,0.263091082
"{% if contact.1 == true %}, {{ contact.1 }}the{% else %}The{% endif %} Easter bunny hid a Discount Egg JUST for you!",12469,3877,0.310931109
"{% if contact.1 == true %}, {{ contact.1 }}the{% else %}The{% endif %} Easter Bunny hid a Discount Egg JUST for you!",12469,3877,0.310931109
Mother's Day Sale starts now!,12448,3328,0.267352185
"{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}, create your dream space now – big discounts on Art & Décor!",11988,3662,0.305472139
Important information about your order,11965,5948,0.49711659
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} parents deserve this – up to 87% OFF inside!",11810,3715,0.314563929
Exclusive Canvas deals – Top formats from $15!,11719,3643,0.310862702
"&#x1f385; Your Christmas in July Secret discount awaits,{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to unwrap?",11687,3608,0.30871909
"{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Time’s running out to bring your photos to life &#x1f4f8;",11681,3599,0.308107183
&#x1f525;  Everything up to -95%: 24h Christmas Savings,11651,3456,0.296626899
&#x1f525; 24-h Christmas Savings: Everything is discounted!,11651,3456,0.296626899
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Discounts up to 92% - Save big on Photo Gifts! ",11531,3603,0.312462059
"Up to 85% + EXTRA 19% OFF &#x1f4b8; NAME, we celebrate, you benefit",11366,3498,0.307759986
"Prime Deals SALE for you{% if contact.1 == true %}, {{ contact.1 }}:{% else %}:{% endif %} up to -92% on ALL Canvases! &#x26a1;",11354,3419,0.301127356
We Value Your Feedback! Participate in Our Survey and Receive a Complimentary Gift,11012,5389,0.489375227
Discounts up to -82% for Home Decorations!,10991,5220,0.474934037
"{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}exclusive discount was just reopened &#x1f525;",10557,2265,0.214549588
"Don't miss out on this exclusive offer{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",10524,4259,0.404694033
"Your name as AI artwork{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %} &#x1f3a8;",9770,2522,0.258137155
"{% if contact.1 == true %}{{ contact.1 }}, get{% else %}Get{% endif %} -81% off only this Memorial Day Sale",9746,3525,0.361686846
"Get prices from $6 as reward for keeping us busy{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} &#x1f4a5;",9593,3267,0.340560826
Your exclusive offer arrived! Photo Products from only $4.25,9459,4095,0.432921028
"Up to 81% off for Valentine’s Day! &#x1f48c; Shop now, NAME ",9455,3494,0.369539926
"{% if contact.1 == true %}{{ contact.1 }}, create{% else %}Create{% endif %} something special for Valentine’s Day! &#x1f495;",9453,3566,0.37723474
Save up to -84% on Wall and Home Décors &#x1f60d; ,9315,5418,0.581642512
Stunning Wall Décor &amp; cosy Premium Blankets from only $10,8969,2760,0.307726614
"&#x1f4a5;Exclusive ""Thank you"" offer!",8841,3535,0.399841647
&#x23f3; Last chance: Photo products from $ 3. 40!,8488,3344,0.393967955
&#x1f6a8; New sale: Canvases & Photo Gifts discounted by up to 79%!,8472,4720,0.557129367
"Canvas prints from $10.90 &#x2763;&#xfe0f; Get them now, FIRSTNAME!",7469,3367,0.450796626
&#x23f3; Last chance: Photo Products from $ 3. 40!,7427,2926,0.393967955
Up to 95% off on everything &#x1f92f;,7240,3670,0.506906077
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% endif %} code &#x1f525;CA1ST24CRM&#x1f525;| Double savings guaranteed!",7029,2046,0.291079812
Finish your project and get exclusive discount!,6897,2388,0.346237495
SALE almost over: last 3 days of discounts up to -89%! &#x26a0;&#xfe0f;,6554,3656,0.557827281
Get 70% off your first purchase - Exclusively for you!,6540,1380,0.211009174
&#x1f490; Your exclusive offer arrived! Photo Products from only $ 3.83,6414,3300,0.514499532
&#x1f6a8; Wall Decorations up to 79% off!,6354,3540,0.557129367
Get 20% off your first purchase - Exclusively for you!,6309,946,0.149944524
3 days left - Prices from $ 3.40! &#x1f6a8;,6234,2688,0.431183831
Turn memories into ever-lasting keepsakes | From $ 3.83 &#x1f498;,6198,3360,0.542110358
Wow! Photo Products starting from only $6.90!,6198,3588,0.578896418
"All Canvas sizes discounted, dont miss this chance! &#x1f525;",6030,1692,0.280597015
"Big savings alert{% if contact.1 == true %}, {{ contact.1 }} &#x1f4a5;{% else %} &#x1f4a5;{% endif %} : get epic deals on Canvas & MixPix now",5812,1762,0.303165864
"Big savings alert{% if contact.1 == true %}, {{ contact.1 }}&#x1f4a5;{% else %}&#x1f4a5;{% endif %} : get epic deals on Canvas & MixPix now",5812,1762,0.303165864
Home Decorations starting at only $ 4.90!  Time's ticking! &#x23f0;,5360,1655,0.308768657
Wall & Home Decorations discounted up to -84%!,5350,2160,0.403738318
36h - Wall Decoration sale ends soon! &#x1f6a8;,5345,2880,0.538821328
"Canvas prints from $10.90 &#x2763;&#xfe0f; Get them now, {% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",5335,2405,0.450796626
She deserves the best: unwrap our Women's Day savings!&#x1f525;,5305,2910,0.548539114
Women's Day Special: Unlock up to -84% discounts! &#x1f31f;,5285,2950,0.558183538
Your VIP invitation: $10 Off to explore our revamped look,5210,2855,0.547984645
Wall Décor up to -85% off &#x1f60d; Get it now!,5180,2690,0.519305019
&#x1f337; Limited-time offer - savings up to 92%! ,5175,1880,0.363285024
Savings up to 86%! Limited-time offer!,5170,2185,0.422630561
3 days only | Popular Canvas sizes up to 92% OFF!,5120,2175,0.424804688
"&#x1f31f; Your trust means everything{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Enjoy a special Thank You treat!",5090,1905,0.374263261
&#x23f3; Last chance: bestselling Wall Decorations with up to 85% off,5085,2665,0.524090462
Photo Products for the best prices! Choose your favorite now! &#x1f4a5;,5060,2600,0.513833992
Elevate your reading haven and save up to 81%,4856,2744,0.565074135
Put the finishing touches on your masterpiece!,4826,1995,0.413385827
Massive sale on all Canvases - Until Saturday,4288,2400,0.559701493
Special access: get your FREE 30x20cm Canvas now,4262,1678,0.393711872
Don't miss out: Photo Products from only $14.90,4176,1864,0.446360153
"Your name as artwork{% if contact.1 == true %}, {{ contact.1 }}{% else %} {% endif %}&#x1f3a8; Create yours today!",4132,1148,0.277831559
We will delete your Photo Book project soon,3744,1176,0.314102564
What’s your secret fall discount? Find out now!,3561,1094,0.307217074
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% endif %}code &#x1f525;CS1ST24CRM &#x1f525;| Double savings guaranteed!",3270,690,0.211009174
"&#x1f4b0;Get C$10 off your order{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Save now!",3091,823,0.266256875
Your name as a Van Gogh artwork created by AI :kunst: Try it out now!,2591,689,0.265920494
Until tomorrow! Personalized Wall Décor from only $10,2383,986,0.413764163
Wow! Photo Products starting from only $8.00!,2066,1196,0.578896418
We will delete your Photo Book project tomorrow,1704,531,0.311619718
Ends soon! Discount up to 84%,1052,421,0.400190114
New Campaign 2024-03-19 15:33:16.125,1020,410,0.401960784
,1020,410,0.401960784
"&#x1f31f; Your trust means everything, Name! Enjoy a special Thank You treat!",1018,381,0.374263261
Customers love our Pillows: here's the proof! &#x2728;,782,207,0.264705882
"Herzlichen{% if contact.1 == '{{ contact.1 }} ' %}{% if contact.1 == true %} Glückwunsch, {{ contact.1 }} {% else %} Glückwunsch {% endif %}{% else %}{% if contact.1 == true %} Glückwunsch, {{ contact.1 }} {% else %} Glückwunsch {% endif %}{% endif %} – du hast gewonnen! &#x1f389;",542,432,0.79704797
Customers love our Cushions: here's the proof! &#x2728;,464,116,0.25
Still unsure? End your search now with a special discount!,420,60,0.142857143
"Welcome to Picanova B2B{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",290,151,0.520689655
{% if contact.1 == true %} {{ contact.1 }}!{% else %} {% endif %} Today is the day to bring your photos to life &#x1f4f8; LWCOLDACADCDALTCRM16598_CDUS_MI_2531_LIKELY_REM_test,60,28,0.466666667
 Less than 24h left | Don’t miss up to 82% off Décor!  6LWALLHDCDCRM16839_CDUS_SO_2534_LIKELY_REM_FINAL_1,56,12,0.214285714
Today only: Get up to 93% off in your Showroom! Copy 1 of ALLSHOWUSCRM13028_CD_SO_2412_LIKELY_V1_REM_TEST,44,11,0.25
"&#x26a1; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% endif %} Up to 95% off on everything is ending soon! MULTI_MULTIP4CDALT2CRM16574_CDUS_MI_2540_LIKELY_REM_test",32,8,0.25
"&#x1f381; FREE product of your choice{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %}{% endif %} | Get it now! K1YWHGHK_CDUS_SA_2547_LIKELY_FINAL",32,7,0.21875
&#x1f4a5; Only until midnight: Print Days Sale up to -94% on ALL Canvases! ALLLWOFFCDCRM16185_CDUS_DO_2528_LIKELY_REM_test1,32,8,0.25
Canvas Prints from $15 – Save up to 82% today 6LWALLHDCDCRM16839_CDUS_SO_2534_LIKELY_FINAL,32,8,0.25
&#x1f4a5; Only until midnight: Prime Deals Sale up to -94% on ALL Canvases! ALLLWOFFCDCRM16185_CDUS_DO_2528_LIKELY_REM_test1,32,9,0.28125
&#x1f514; Last Chance: Acrylic Prints now from an incredible $9.24! LWMEGADACCDCRM16966_CDUS_SO_2544_LIKELY_REM_test,32,8,0.25
Get your Mystery discount. {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to test your luck? THEMED_XJOIO7S3_CDUS_SA_2538_UNLIKELY_test,32,8,0.25
Last chance to grab your free photo gift! EEHVK8AD_MPUK_SA_2542_WINBACK_Main1_REM_test,30,10,0.333333333
"Last day! Save $10 + Free shipping — Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} SUNNY10_CDUS_SA_2533_LIKELY_REM2_FINAL",28,7,0.25
"&#x1f4b0; Get C$10 off your order{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Save now! FSXVQ3ME_BCCA_MO_2547_LIKELY_test",28,7,0.25
"Your Showroom is waiting! All bestsellers discounted{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} ALLSHOWUSCRM13028_CDUS_MI_2549_LIKELY_FINAL",28,7,0.25
